FL_DATE,OP_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED,DISTANCE
2020-01-16,DL,SFO,LAX,-16.0,-3.0,False,337.0
2020-05-11,AA,MIA,SJU,-14.0,-3.0,False,1045.0
2020-01-17,DL,ATL,FAY,-8.0,-3.0,False,331.0
2020-10-01,YX,SDF,CLT,3.0,-3.0,False,335.0
2020-06-16,WN,DTW,MDW,-8.0,-3.0,False,228.0
2020-01-07,DL,LAX,SEA,-27.0,-3.0,False,954.0
2020-07-10,9E,ATL,BTR,-11.0,-3.0,False,448.0
2020-01-28,DL,LGA,MCO,-22.0,-3.0,False,950.0
2020-04-11,OO,MSP,RST,-10.0,-3.0,False,76.0
2020-10-14,YX,PHL,IND,-6.0,-3.0,False,588.0
2020-06-16,WN,PHX,LAX,-18.0,-3.0,False,370.0
2020-08-18,WN,DAL,MCI,-8.0,-3.0,False,461.0
2020-12-25,WN,ATL,LGA,-22.0,-3.0,False,762.0
2020-01-05,QX,SJC,PAE,4.0,-3.0,False,728.0
2020-02-20,MQ,MDT,ORD,-11.0,-3.0,False,594.0
2020-05-11,F9,DEN,SEA,-16.0,-3.0,False,1024.0
2020-03-27,DL,LGA,DFW,-41.0,-3.0,False,1389.0
2020-06-30,B6,SJU,EWR,-12.0,-3.0,False,1608.0
2020-03-25,OO,DEN,MFR,-6.0,-3.0,False,964.0
2020-10-29,MQ,CMH,DFW,30.0,-3.0,False,926.0
2020-04-09,WN,DEN,MDW,-5.0,-3.0,False,895.0
2020-08-09,YX,ORD,BNA,-8.0,-3.0,False,409.0
2020-08-14,OO,DFW,OKC,5.0,-3.0,False,175.0
2020-05-28,AA,DFW,ABQ,-14.0,-3.0,False,569.0
2020-06-02,WN,FLL,DEN,-26.0,-3.0,False,1703.0
2020-07-28,AS,JNU,PSG,-5.0,-3.0,False,123.0
2020-02-07,MQ,GSP,DFW,-1.0,-3.0,False,862.0
2020-09-22,OH,DFW,PNS,0.0,-3.0,False,604.0
2020-03-20,WN,BUF,MCO,-10.0,-3.0,False,1011.0
2020-03-21,WN,ABQ,PHX,-10.0,-3.0,False,328.0
2020-02-19,MQ,ORD,TUL,-9.0,-3.0,False,585.0
2020-12-28,ZW,ORD,IND,15.0,-3.0,False,177.0
2020-09-08,F9,AUS,DEN,-16.0,-3.0,False,775.0
2020-01-21,OH,CLT,JAN,-20.0,-3.0,False,562.0
2020-09-10,F9,OKC,DEN,-27.0,-3.0,False,495.0
2020-04-22,WN,SAN,PHX,-12.0,-3.0,False,304.0
2020-04-23,WN,ATL,LAS,9.0,-3.0,False,1747.0
2020-07-18,DL,IND,ATL,1.0,-3.0,False,432.0
2020-02-18,YV,IAH,DFW,-22.0,-3.0,False,224.0
2020-07-24,DL,DFW,SLC,-11.0,-3.0,False,989.0
2020-03-08,DL,MIA,ATL,-6.0,-3.0,False,594.0
2020-04-09,DL,ATL,MDT,-5.0,-3.0,False,620.0
2020-04-06,DL,FLL,ATL,-13.0,-3.0,False,581.0
2020-05-11,EV,IAH,LCH,-11.0,-3.0,False,127.0
2020-05-14,UA,IAD,ORD,-20.0,-3.0,False,588.0
2020-01-03,AA,CLT,MDT,-16.0,-3.0,False,413.0
2020-10-15,QX,SEA,BLI,-7.0,-3.0,False,93.0
2020-02-09,DL,MCI,MSP,12.0,-3.0,False,393.0
2020-10-03,WN,SAT,HOU,-16.0,-3.0,False,192.0
2020-10-02,YX,CLT,MYR,-2.0,-3.0,False,157.0
2020-05-24,UA,ORD,RSW,-4.0,-3.0,False,1120.0
2020-07-11,WN,OKC,PHX,-18.0,-3.0,False,833.0
2020-07-27,NK,FLL,EWR,1.0,-3.0,False,1065.0
2020-03-18,9E,ATL,GPT,-9.0,-3.0,False,352.0
2020-01-26,AA,DFW,DEN,3.0,-3.0,False,641.0
2020-01-29,AA,DCA,LAX,-58.0,-3.0,False,2311.0
2020-04-14,WN,DCA,MDW,-5.0,-3.0,False,601.0
2020-10-10,NK,DTW,FLL,-9.0,-3.0,False,1127.0
2020-07-11,DL,SMF,SLC,-9.0,-3.0,False,532.0
2020-02-26,B6,SJU,BOS,-28.0,-3.0,False,1674.0
2020-08-21,YV,MSP,IAD,-1.0,-3.0,False,908.0
2020-01-10,AA,STL,DFW,-3.0,-3.0,False,550.0
2020-09-25,QX,OAK,SEA,-8.0,-3.0,False,672.0
2020-09-24,QX,PDX,SFO,-1.0,-3.0,False,550.0
2020-05-29,9E,ATL,BTR,-4.0,-3.0,False,448.0
2020-03-29,OO,DEN,IND,-17.0,-3.0,False,977.0
2020-11-29,YX,DCA,CMH,-11.0,-3.0,False,323.0
2020-02-20,G4,TYS,FLL,-8.0,-3.0,False,708.0
2020-03-05,YX,CMH,JFK,-31.0,-3.0,False,483.0
2020-11-29,YX,GSP,DTW,-11.0,-3.0,False,508.0
2020-08-08,MQ,BOI,ORD,-6.0,-3.0,False,1437.0
2020-11-03,C5,IAH,GPT,-6.0,-3.0,False,376.0
2020-07-24,AA,CLT,RSW,28.0,-3.0,False,600.0
2020-01-10,G4,GRR,SRQ,8.0,-3.0,False,1080.0
2020-06-07,WN,MCI,DAL,-15.0,-3.0,False,461.0
2020-01-21,YX,MIA,MCI,-6.0,-3.0,False,1251.0
2020-10-20,WN,DEN,MDW,-14.0,-3.0,False,895.0
2020-12-25,9E,ATL,BHM,-11.0,-3.0,False,134.0
2020-10-20,WN,MCI,ATL,-17.0,-3.0,False,692.0
2020-02-18,AA,DEN,CLT,5.0,-3.0,False,1337.0
2020-02-14,AA,PHX,ORD,0.0,-3.0,False,1440.0
2020-01-03,UA,SFO,CLE,-9.0,-3.0,False,2161.0
2020-10-20,WN,BDL,MDW,-11.0,-3.0,False,777.0
2020-01-19,C5,ALB,EWR,-18.0,-3.0,False,143.0
2020-01-17,ZW,CAE,ORD,3.0,-3.0,False,666.0
2020-09-15,OO,SCE,DTW,-4.0,-3.0,False,301.0
2020-09-16,OO,SLC,ABQ,-12.0,-3.0,False,493.0
2020-11-04,WN,PHX,DEN,-8.0,-3.0,False,602.0
2020-08-06,MQ,DFW,LIT,-10.0,-3.0,False,304.0
2020-12-18,DL,CVG,ATL,-17.0,-3.0,False,373.0
2020-01-05,HA,SEA,HNL,-33.0,-3.0,False,2677.0
2020-12-18,DL,ATL,MEM,6.0,-3.0,False,332.0
2020-08-18,UA,EWR,RSW,0.0,-3.0,False,1068.0
2020-05-07,MQ,DFW,GGG,-18.0,-3.0,False,140.0
2020-02-15,NK,BWI,FLL,-11.0,-3.0,False,925.0
2020-09-17,AA,DFW,ATL,-7.0,-3.0,False,731.0
2020-03-04,B6,JFK,LAX,24.0,-3.0,False,2475.0
2020-11-24,OH,GSP,PHL,-10.0,-3.0,False,515.0
2020-03-24,WN,MCO,PIT,-13.0,-3.0,False,834.0
2020-01-27,WN,TPA,BDL,-5.0,-3.0,False,1111.0
2020-08-11,DL,LAX,SEA,-19.0,-3.0,False,954.0
2020-10-11,WN,DAL,AUS,-13.0,-3.0,False,189.0
2020-01-08,B6,TPA,BOS,-9.0,-3.0,False,1185.0
2020-01-13,WN,PHX,SNA,0.0,-3.0,False,338.0
2020-08-09,UA,TPA,EWR,-18.0,-3.0,False,997.0
2020-12-21,DL,CLT,ATL,-2.0,-3.0,False,226.0
2020-08-07,UA,ORD,BWI,-6.0,-3.0,False,621.0
2020-03-31,OO,CHS,DTW,-18.0,-3.0,False,667.0
2020-06-26,OO,DTW,IMT,-9.0,-3.0,False,344.0
2020-12-03,F9,SFO,LAS,-10.0,-3.0,False,414.0
2020-08-16,UA,ORD,MCO,-19.0,-3.0,False,1005.0
2020-12-10,DL,ATL,VPS,-1.0,-3.0,False,250.0
2020-02-23,PT,CLT,LYH,-15.0,-3.0,False,175.0
2020-11-02,UA,ORD,MCO,-12.0,-3.0,False,1005.0
2020-08-26,OO,LAS,SFO,-16.0,-3.0,False,414.0
2020-03-18,MQ,BZN,ORD,-9.0,-3.0,False,1186.0
2020-12-19,9E,ATL,JAN,-13.0,-3.0,False,341.0
2020-07-09,WN,PHX,SLC,-12.0,-3.0,False,507.0
2020-02-26,DL,ATL,CAE,-10.0,-3.0,False,192.0
2020-10-27,9E,ATL,HSV,-7.0,-3.0,False,151.0
2020-02-17,AA,DCA,DFW,-33.0,-3.0,False,1192.0
2020-11-22,WN,ITO,HNL,-8.0,-3.0,False,216.0
2020-08-04,WN,BNA,HOU,-9.0,-3.0,False,670.0
2020-06-08,UA,DEN,PDX,-6.0,-3.0,False,991.0
2020-12-20,UA,MCO,ORD,-23.0,-3.0,False,1005.0
2020-09-24,OO,LAS,LAX,-17.0,-3.0,False,236.0
2020-02-18,AA,LAX,DFW,-17.0,-3.0,False,1235.0
2020-05-30,YV,DFW,ICT,-8.0,-3.0,False,328.0
2020-03-03,DL,SLC,PHX,-10.0,-3.0,False,507.0
2020-12-29,YV,CVG,IAD,-15.0,-3.0,False,388.0
2020-03-15,DL,ATL,CLT,-20.0,-3.0,False,226.0
2020-10-04,WN,SAT,PHX,-18.0,-3.0,False,843.0
2020-04-07,NK,BWI,ORD,-17.0,-3.0,False,621.0
2020-11-26,WN,STL,SMF,-26.0,-3.0,False,1679.0
2020-10-05,WN,SNA,SMF,-10.0,-3.0,False,404.0
2020-01-06,OO,DTW,CID,-32.0,-3.0,False,430.0
2020-02-06,AA,DFW,RDU,-19.0,-3.0,False,1061.0
2020-01-24,OO,SNA,LAS,-12.0,-3.0,False,226.0
2020-10-23,9E,PIT,MSP,-2.0,-3.0,False,726.0
2020-06-20,UA,IAH,DEN,-15.0,-3.0,False,862.0
2020-02-03,DL,ATL,CHS,-15.0,-3.0,False,259.0
2020-07-06,F9,LAS,AUS,-14.0,-3.0,False,1090.0
2020-02-20,AA,BOS,MIA,-4.0,-3.0,False,1258.0
2020-02-14,AA,CLT,PIT,-3.0,-3.0,False,366.0
2020-05-16,QX,SEA,MFR,-1.0,-3.0,False,352.0
2020-08-06,MQ,DFW,OKC,-12.0,-3.0,False,175.0
2020-12-09,YX,ATL,MLB,0.0,-3.0,False,442.0
2020-03-12,YX,PHL,EYW,-22.0,-3.0,False,1121.0
2020-01-22,UA,IAH,SFO,-28.0,-3.0,False,1635.0
2020-01-21,UA,ORD,BUF,-8.0,-3.0,False,473.0
2020-02-05,G4,PGD,CID,-16.0,-3.0,False,1170.0
2020-11-30,WN,PHX,MCO,-8.0,-3.0,False,1849.0
2020-11-30,WN,LAS,ATL,-12.0,-3.0,False,1747.0
2020-11-08,WN,OAK,BNA,-11.0,-3.0,False,1959.0
2020-10-24,UA,ORD,LAX,-3.0,-3.0,False,1744.0
2020-11-21,WN,MCI,DAL,-14.0,-3.0,False,461.0
2020-02-15,QX,SEA,PUW,-9.0,-2.0,False,250.0
2020-08-26,OO,RIC,ORD,-15.0,-2.0,False,642.0
2020-07-19,OO,GRB,ORD,34.0,-2.0,False,174.0
2020-01-22,AA,CMH,DFW,-14.0,-2.0,False,926.0
2020-02-12,DL,ATL,ROC,-23.0,-2.0,False,749.0
2020-06-16,AA,BDL,MIA,-4.0,-2.0,False,1194.0
2020-10-14,UA,SFO,ORD,-34.0,-2.0,False,1846.0
2020-09-03,G4,PIT,SRQ,4.0,-2.0,False,912.0
2020-10-19,NK,ATL,MCO,-5.0,-2.0,False,404.0
2020-08-27,UA,EWR,MCO,-47.0,-2.0,False,937.0
2020-02-24,QX,RDM,SEA,-10.0,-2.0,False,228.0
2020-08-28,UA,SNA,DEN,-18.0,-2.0,False,846.0
2020-02-10,DL,FNT,ATL,-3.0,-2.0,False,645.0
2020-08-16,OO,BIS,DFW,11.0,-2.0,False,977.0
2020-08-26,UA,RNO,DEN,34.0,-2.0,False,804.0
2020-10-11,DL,ATL,ECP,-3.0,-2.0,False,240.0
2020-08-13,OO,DEN,SLC,-7.0,-2.0,False,391.0
2020-10-14,DL,BNA,LAX,-30.0,-2.0,False,1797.0
2020-06-29,YV,IAD,CLE,-10.0,-2.0,False,288.0
2020-10-07,WN,DEN,ATL,-15.0,-2.0,False,1199.0
2020-10-08,9E,ATL,CAE,-17.0,-2.0,False,192.0
2020-02-18,AA,RIC,DFW,-2.0,-2.0,False,1158.0
2020-07-08,UA,DEN,BNA,-15.0,-2.0,False,1014.0
2020-12-18,9E,DTW,AZO,5.0,-2.0,False,113.0
2020-10-08,WN,DEN,PHL,-30.0,-2.0,False,1558.0
2020-08-27,WN,MCO,SDF,-5.0,-2.0,False,719.0
2020-03-03,DL,ATL,DTW,-7.0,-2.0,False,594.0
2020-07-03,DL,LAX,SEA,3.0,-2.0,False,954.0
2020-10-15,9E,ATL,GPT,-12.0,-2.0,False,352.0
2020-02-12,AA,LAS,MIA,-32.0,-2.0,False,2174.0
2020-08-16,WN,TUL,STL,-10.0,-2.0,False,351.0
2020-07-25,UA,IAH,SAN,-19.0,-2.0,False,1303.0
2020-02-09,AA,CLT,PIT,-10.0,-2.0,False,366.0
2020-08-01,UA,SFO,DEN,-8.0,-2.0,False,967.0
2020-03-23,YX,BOS,PHL,-10.0,-2.0,False,280.0
2020-06-26,OO,DTW,ORD,21.0,-2.0,False,235.0
2020-03-24,WN,SNA,SJC,-14.0,-2.0,False,342.0
2020-08-12,WN,STL,DEN,-11.0,-2.0,False,770.0
2020-02-17,AA,PHX,LAS,-12.0,-2.0,False,255.0
2020-10-19,WN,LAS,SFO,-16.0,-2.0,False,414.0
2020-10-21,WN,PHX,SAN,-11.0,-2.0,False,304.0
2020-05-29,OO,TUS,PHX,1.0,-2.0,False,110.0
2020-08-01,WN,STL,MCO,-13.0,-2.0,False,882.0
2020-10-02,WN,DEN,PHL,-23.0,-2.0,False,1558.0
2020-06-03,WN,BNA,STL,-10.0,-2.0,False,272.0
2020-06-22,G4,SAN,FSD,-2.0,-2.0,False,1336.0
2020-06-28,DL,ATL,BHM,-11.0,-2.0,False,134.0
2020-07-10,DL,CHS,ATL,-4.0,-2.0,False,259.0
2020-10-17,MQ,CVG,ORD,0.0,-2.0,False,264.0
2020-06-19,B6,BOS,MCO,-7.0,-2.0,False,1121.0
2020-02-09,MQ,DFW,JAN,-16.0,-2.0,False,408.0
2020-10-28,MQ,DFW,XNA,-4.0,-2.0,False,280.0
2020-02-03,B6,PVD,PBI,-31.0,-2.0,False,1148.0
2020-02-15,MQ,DTW,ORD,-11.0,-2.0,False,235.0
2020-03-20,YV,SRQ,IAD,-7.0,-2.0,False,849.0
2020-07-07,DL,JFK,MSP,-11.0,-2.0,False,1029.0
2020-07-08,DL,DTW,LGA,42.0,-2.0,False,502.0
2020-08-08,WN,PHX,RNO,-11.0,-2.0,False,601.0
2020-06-07,DL,LAS,SEA,0.0,-2.0,False,867.0
2020-07-05,DL,PDX,ATL,-4.0,-2.0,False,2172.0
2020-07-31,DL,ATL,FLL,-9.0,-2.0,False,581.0
2020-02-08,YV,DFW,SDF,-17.0,-2.0,False,733.0
2020-03-12,DL,SAV,ATL,-20.0,-2.0,False,214.0
2020-02-17,OH,CHS,CLT,-9.0,-2.0,False,168.0
2020-06-15,WN,MCO,BWI,-21.0,-2.0,False,787.0
2020-07-29,DL,ATL,DCA,-7.0,-2.0,False,547.0
2020-02-10,F9,MCO,TTN,-5.0,-2.0,False,896.0
2020-03-18,NK,DFW,ORD,-25.0,-2.0,False,801.0
2020-06-11,EV,GPT,IAH,2.0,-2.0,False,376.0
2020-02-03,OO,DTW,ERI,-32.0,-2.0,False,164.0
2020-02-01,OO,SLC,SUN,-22.0,-2.0,False,222.0
2020-10-17,DL,ELP,ATL,-12.0,-2.0,False,1282.0
2020-06-06,OO,DFW,FLG,-7.0,-2.0,False,853.0
2020-02-26,WN,BWI,AUS,-11.0,-2.0,False,1342.0
2020-02-26,WN,MKE,STL,-13.0,-2.0,False,317.0
2020-02-18,9E,AGS,ATL,28.0,-2.0,False,143.0
2020-02-06,9E,CLE,DTW,14.0,-2.0,False,95.0
2020-02-08,9E,ATL,CAE,9.0,-2.0,False,192.0
2020-10-25,F9,RDU,DEN,-1.0,-2.0,False,1436.0
2020-05-08,WN,MCO,BWI,-28.0,-2.0,False,787.0
2020-10-29,DL,DTW,SEA,-4.0,-2.0,False,1927.0
2020-10-11,F9,LAS,MCO,-7.0,-2.0,False,2039.0
2020-02-08,OO,MSN,MSP,-8.0,-2.0,False,228.0
2020-02-25,OO,ATL,MLU,-5.0,-2.0,False,448.0
2020-10-12,AA,PHL,CLT,-7.0,-2.0,False,449.0
2020-02-12,OO,MSP,CMH,-23.0,-2.0,False,626.0
2020-05-08,WN,OAK,BUR,-10.0,-2.0,False,325.0
2020-08-26,9E,ATL,MOB,-13.0,-2.0,False,302.0
2020-03-17,NK,MCO,DTW,-8.0,-2.0,False,957.0
2020-10-08,AA,BOS,PHL,-5.0,-2.0,False,280.0
2020-08-25,DL,MEM,ATL,8.0,-2.0,False,332.0
2020-08-07,DL,ATL,LAX,-4.0,-2.0,False,1947.0
2020-10-10,AA,CLT,SJU,-25.0,-2.0,False,1475.0
2020-10-25,WN,PIT,BNA,-13.0,-2.0,False,462.0
2020-08-21,DL,CLE,ATL,-6.0,-2.0,False,554.0
2020-02-02,WN,ROC,TPA,-18.0,-2.0,False,1079.0
2020-01-27,HA,OAK,OGG,4.0,-2.0,False,2349.0
2020-08-12,DL,LAX,DFW,-15.0,-2.0,False,1235.0
2020-08-27,DL,SLC,PDX,8.0,-2.0,False,630.0
2020-02-14,WN,BHM,LAS,-23.0,-2.0,False,1618.0
2020-06-19,WN,HOU,TPA,-12.0,-2.0,False,781.0
2020-08-30,AS,SEA,PHL,-24.0,-2.0,False,2378.0
2020-08-08,QX,BZN,SEA,2.0,-2.0,False,543.0
2020-02-20,WN,BWI,IND,-9.0,-2.0,False,516.0
2020-02-16,WN,MDW,CVG,-24.0,-2.0,False,249.0
2020-02-08,WN,MCI,ATL,-3.0,-2.0,False,692.0
2020-02-09,WN,BWI,MCO,-24.0,-2.0,False,787.0
2020-06-11,WN,GEG,OAK,7.0,-2.0,False,723.0
2020-08-03,DL,DTW,BOS,-9.0,-2.0,False,632.0
2020-01-24,OH,CLT,ROC,17.0,-2.0,False,573.0
2020-05-28,WN,BWI,CLE,-16.0,-2.0,False,314.0
2020-10-28,AA,CLT,DEN,-11.0,-2.0,False,1337.0
2020-01-07,YV,LFT,IAH,-12.0,-2.0,False,201.0
2020-09-01,9E,ATL,TLH,-2.0,-2.0,False,223.0
2020-03-05,DL,GSO,ATL,2.0,-2.0,False,306.0
2020-12-24,WN,OAK,LAS,-4.0,-2.0,False,407.0
2020-11-12,DL,ATL,CLT,22.0,-2.0,False,226.0
2020-11-27,DL,SFO,ATL,-2.0,-2.0,False,2139.0
2020-07-16,YX,IND,IAD,-3.0,-2.0,False,476.0
2020-07-02,WN,MCO,CMH,-26.0,-2.0,False,802.0
2020-09-08,YX,MYR,CLT,-7.0,-2.0,False,157.0
2020-07-09,9E,ATL,FWA,-3.0,-2.0,False,508.0
2020-11-24,DL,ATL,JFK,-10.0,-2.0,False,760.0
2020-07-01,WN,FLL,MSY,-11.0,-2.0,False,674.0
2020-11-06,DL,ATL,IAD,-7.0,-2.0,False,534.0
2020-03-11,UA,SMF,IAH,-18.0,-2.0,False,1609.0
2020-09-30,9E,MSP,PHL,-36.0,-2.0,False,980.0
2020-12-15,NK,LAS,MCO,-5.0,-2.0,False,2039.0
2020-01-24,WN,HOU,ECP,-14.0,-2.0,False,571.0
2020-03-09,QX,SEA,RNO,2.0,-2.0,False,564.0
2020-11-26,F9,DEN,DFW,1.0,-2.0,False,641.0
2020-11-27,F9,SAT,DEN,-19.0,-2.0,False,794.0
2020-11-16,DL,ATL,BOS,-9.0,-2.0,False,946.0
2020-03-22,AS,FLL,SEA,-24.0,-2.0,False,2717.0
2020-07-11,OH,SRQ,CLT,-11.0,-2.0,False,547.0
2020-01-20,DL,ATL,MSY,-4.0,-2.0,False,425.0
2020-12-24,NK,BNA,EWR,-25.0,-2.0,False,748.0
2020-12-29,NK,MCO,EWR,-11.0,-2.0,False,937.0
2020-01-05,WN,BWI,ATL,-14.0,-2.0,False,577.0
2020-07-24,WN,CHS,BWI,-17.0,-2.0,False,472.0
2020-04-16,AA,ORD,CLT,-32.0,-2.0,False,599.0
2020-09-26,MQ,CLT,SGF,-8.0,-2.0,False,708.0
2020-09-23,WN,LIT,DAL,-1.0,-2.0,False,296.0
2020-11-28,OO,IAH,MCI,-3.0,-2.0,False,643.0
2020-03-14,AA,DFW,SEA,-23.0,-2.0,False,1660.0
2020-03-26,WN,PIT,LAS,44.0,-2.0,False,1910.0
2020-10-05,OO,LAX,SJC,-14.0,-2.0,False,308.0
2020-05-26,DL,CAE,ATL,-3.0,-2.0,False,192.0
2020-01-31,F9,DEN,MSY,0.0,-2.0,False,1062.0
2020-07-27,NK,BOS,BWI,-19.0,-2.0,False,369.0
2020-10-29,OO,FAT,SLC,-16.0,-2.0,False,501.0
2020-01-11,DL,JFK,TPA,6.0,-2.0,False,1005.0
2020-01-12,DL,ATL,GRR,-16.0,-2.0,False,640.0
2020-01-09,YX,IAH,DCA,-20.0,-2.0,False,1208.0
2020-01-06,DL,CHS,ATL,-12.0,-2.0,False,259.0
2020-01-09,WN,STL,MDW,-20.0,-2.0,False,251.0
2020-09-06,YX,ORD,SAT,-22.0,-2.0,False,1041.0
2020-09-24,WN,DAL,PNS,-12.0,-2.0,False,592.0
2020-11-24,OO,DEN,BZN,-17.0,-2.0,False,524.0
2020-07-14,WN,SMF,SAN,-19.0,-2.0,False,480.0
2020-11-19,OO,DFW,DTW,-3.0,-2.0,False,986.0
2020-03-18,PT,LEX,CLT,-16.0,-2.0,False,281.0
2020-04-02,WN,AUS,HOU,-14.0,-2.0,False,148.0
2020-11-23,OO,FWA,DTW,-12.0,-2.0,False,128.0
2020-01-25,OO,SFO,JAC,-3.0,-2.0,False,737.0
2020-01-03,G4,GRR,SFB,-4.0,-2.0,False,1001.0
2020-03-23,UA,ORD,FLL,-22.0,-2.0,False,1182.0
2020-01-18,C5,EWR,BTV,-11.0,-2.0,False,266.0
2020-12-19,YX,EYW,IAD,-9.0,-2.0,False,1023.0
2020-12-26,YX,ORD,OMA,-15.0,-2.0,False,416.0
2020-11-18,C5,IAD,HSV,-20.0,-2.0,False,596.0
2020-01-09,WN,ATL,PHX,-19.0,-2.0,False,1587.0
2020-01-15,WN,MDW,SMF,12.0,-2.0,False,1790.0
2020-01-27,YX,CLE,MIA,-38.0,-2.0,False,1080.0
2020-09-28,NK,ORD,LAS,-29.0,-2.0,False,1514.0
2020-09-21,EV,IAH,BTR,-4.0,-2.0,False,253.0
2020-09-20,NK,LAS,FLL,-10.0,-2.0,False,2173.0
2020-07-09,AA,DFW,DEN,4.0,-2.0,False,641.0
2020-03-04,OO,BZN,SEA,-7.0,-2.0,False,543.0
2020-11-09,WN,ATL,FLL,-10.0,-2.0,False,581.0
2020-09-01,C5,ILM,IAD,-2.0,-2.0,False,323.0
2020-05-06,OH,MLB,CLT,-25.0,-2.0,False,490.0
2020-05-14,QX,PDX,SFO,-10.0,-2.0,False,550.0
2020-03-13,DL,ATL,MIA,-14.0,-2.0,False,594.0
2020-01-01,UA,MCO,ORD,9.0,-2.0,False,1005.0
2020-11-03,WN,DEN,ABQ,-6.0,-2.0,False,349.0
2020-01-01,MQ,ORD,DLH,-31.0,-2.0,False,397.0
2020-03-01,WN,MDW,TPA,-18.0,-2.0,False,997.0
2020-11-17,WN,DEN,HOU,-25.0,-2.0,False,883.0
2020-11-18,WN,MDW,MCI,-22.0,-2.0,False,405.0
2020-03-13,OO,SEA,BZN,-14.0,-2.0,False,543.0
2020-01-12,WN,LBB,DAL,-15.0,-2.0,False,293.0
2020-01-12,WN,HOU,MSY,-5.0,-2.0,False,302.0
2020-12-10,DL,PDX,SLC,6.0,-2.0,False,630.0
2020-03-15,WN,HOU,LAX,-3.0,-2.0,False,1390.0
2020-01-13,9E,RDU,JFK,-16.0,-2.0,False,427.0
2020-09-07,AA,ELP,DFW,3.0,-2.0,False,551.0
2020-09-08,WN,STL,RSW,-3.0,-2.0,False,979.0
2020-11-05,NK,OAK,LAX,-7.0,-2.0,False,337.0
2020-01-18,WN,OAK,LGB,-14.0,-2.0,False,353.0
2020-01-31,WN,OMA,PHX,-24.0,-2.0,False,1037.0
2020-11-29,9E,DTW,GRR,-6.0,-2.0,False,120.0
2020-01-26,9E,MSP,BDL,-18.0,-2.0,False,1050.0
2020-09-30,AA,DFW,CLT,-8.0,-2.0,False,936.0
2020-09-05,UA,ORD,PHX,-33.0,-2.0,False,1440.0
2020-09-12,AA,DTW,DFW,-8.0,-2.0,False,986.0
2020-11-25,WN,MDW,MSY,-9.0,-2.0,False,825.0
2020-05-08,YX,BOS,LGA,-12.0,-2.0,False,184.0
2020-01-14,WN,PBI,ATL,-16.0,-2.0,False,545.0
2020-11-23,B6,MCO,HPN,8.0,-2.0,False,972.0
2020-09-26,AA,PHX,MSP,-4.0,-2.0,False,1276.0
2020-11-22,B6,FLL,SJU,-9.0,-2.0,False,1046.0
2020-09-08,UA,ORD,IAH,-16.0,-2.0,False,925.0
2020-12-17,UA,EWR,ORD,-10.0,-2.0,False,719.0
2020-01-27,WN,OAK,BUR,-6.0,-2.0,False,325.0
2020-03-14,HA,HNL,KOA,-2.0,-2.0,False,163.0
2020-10-11,OO,SEA,OAK,9.0,-2.0,False,672.0
2020-01-27,QX,BOI,PDX,7.0,-2.0,False,344.0
2020-07-18,WN,LAS,STL,0.0,-2.0,False,1371.0
2020-04-24,WN,BWI,BNA,-5.0,-2.0,False,587.0
2020-09-21,OO,PDX,SAN,-6.0,-2.0,False,933.0
2020-04-25,WN,TPA,BUF,-28.0,-2.0,False,1053.0
2020-03-24,AA,PHX,SAN,-5.0,-2.0,False,304.0
2020-09-27,OO,COS,DEN,-24.0,-2.0,False,73.0
2020-02-02,YX,EYW,CLT,0.0,-2.0,False,736.0
2020-08-20,DL,PDX,SLC,-1.0,-2.0,False,630.0
2020-01-05,AA,SJU,MIA,-18.0,-2.0,False,1045.0
2020-02-16,YX,DCA,MSY,-3.0,-2.0,False,969.0
2020-01-23,UA,FLL,DEN,-11.0,-2.0,False,1703.0
2020-09-19,OO,PHX,PSP,14.0,-2.0,False,261.0
2020-09-13,OO,DFW,TRI,-25.0,-2.0,False,868.0
2020-03-28,WN,LAS,MCI,-11.0,-2.0,False,1139.0
2020-02-27,ZW,ORD,CID,-30.0,-2.0,False,196.0
2020-02-10,UA,EWR,ORD,-8.0,-2.0,False,719.0
2020-01-06,UA,MCO,EWR,-5.0,-2.0,False,937.0
2020-01-06,UA,LGA,IAH,-2.0,-2.0,False,1416.0
2020-04-15,WN,LAS,SFO,-7.0,-2.0,False,414.0
2020-09-03,QX,SEA,GEG,-4.0,-2.0,False,224.0
2020-02-21,UA,MSY,IAH,29.0,-2.0,False,305.0
2020-01-29,AA,DFW,ABQ,2.0,-2.0,False,569.0
2020-07-03,NK,MCO,BOS,-2.0,-2.0,False,1121.0
2020-02-21,DL,ATL,PNS,-14.0,-2.0,False,271.0
2020-02-09,DL,TPA,ATL,1.0,-2.0,False,406.0
2020-10-22,UA,LAX,OGG,-19.0,-2.0,False,2486.0
2020-02-15,DL,SLC,MSP,-15.0,-2.0,False,991.0
2020-10-03,YX,IND,MIA,-5.0,-2.0,False,1020.0
2020-02-13,DL,SRQ,ATL,-5.0,-2.0,False,444.0
2020-09-11,OH,GPT,CLT,-2.0,-2.0,False,577.0
2020-12-24,ZW,PHL,IAD,-4.0,-2.0,False,135.0
2020-08-31,OH,HSV,CLT,-7.0,-2.0,False,333.0
2020-05-28,G4,AZA,EUG,-16.0,-2.0,False,971.0
2020-02-29,DL,ATL,CVG,-8.0,-2.0,False,373.0
